group	tsnr_mean	n_parcels	dataset	subject	session	task	run
cerebellum	36.04933835257908	88	things	01	31	things	1
cortex_Cont	50.206668028793516	128	things	01	31	things	1
cortex_Default	46.63793472923337	209	things	01	31	things	1
cortex_DorsAttn	52.745729945374215	122	things	01	31	things	1
cortex_Limbic	18.920950146330195	60	things	01	31	things	1
cortex_SalVentAttn	48.02664260448439	121	things	01	31	things	1
cortex_SomMot	50.08974328451577	194	things	01	31	things	1
cortex_Vis	42.43062025056939	162	things	01	31	things	1
subcortex_CAU	28.255020903953234	8	things	01	31	things	1
subcortex_PUT	27.75146871877287	8	things	01	31	things	1
subcortex_THA	27.730077565305578	14	things	01	31	things	1
cerebellum	34.392391656027364	88	things	01	31	things	2
cortex_Cont	46.40089099136807	128	things	01	31	things	2
cortex_Default	43.24996542774062	209	things	01	31	things	2
cortex_DorsAttn	50.00437205651899	122	things	01	31	things	2
cortex_Limbic	18.162170524080945	60	things	01	31	things	2
cortex_SalVentAttn	46.27250997836155	121	things	01	31	things	2
cortex_SomMot	47.06218072205771	194	things	01	31	things	2
cortex_Vis	40.47012453253026	162	things	01	31	things	2
subcortex_CAU	28.15126900978971	8	things	01	31	things	2
subcortex_PUT	26.66759748777785	8	things	01	31	things	2
subcortex_THA	27.471218192654767	14	things	01	31	things	2
cerebellum	36.009400506990154	88	things	01	31	things	3
cortex_Cont	50.36857749973401	128	things	01	31	things	3
cortex_Default	46.90637194694091	209	things	01	31	things	3
cortex_DorsAttn	53.8895613699831	122	things	01	31	things	3
cortex_Limbic	19.40656208151525	60	things	01	31	things	3
cortex_SalVentAttn	49.066114708198796	121	things	01	31	things	3
cortex_SomMot	51.72805113390414	194	things	01	31	things	3
cortex_Vis	43.04633206671276	162	things	01	31	things	3
subcortex_CAU	28.573520388585948	8	things	01	31	things	3
subcortex_PUT	27.295329254787884	8	things	01	31	things	3
subcortex_THA	27.624185761770434	14	things	01	31	things	3
cerebellum	35.36420436651441	88	things	01	31	things	4
cortex_Cont	47.887069504956905	128	things	01	31	things	4
cortex_Default	45.10468612400021	209	things	01	31	things	4
cortex_DorsAttn	51.36956486989522	122	things	01	31	things	4
cortex_Limbic	19.549744480004186	60	things	01	31	things	4
cortex_SalVentAttn	47.31477312512981	121	things	01	31	things	4
cortex_SomMot	48.99169033195119	194	things	01	31	things	4
cortex_Vis	42.19653825943191	162	things	01	31	things	4
subcortex_CAU	27.81773683827776	8	things	01	31	things	4
subcortex_PUT	28.27861885531118	8	things	01	31	things	4
subcortex_THA	27.702532062568995	14	things	01	31	things	4
cerebellum	30.214145105179977	88	things	01	31	things	5
cortex_Cont	41.9508448743498	128	things	01	31	things	5
cortex_Default	38.66190527764126	209	things	01	31	things	5
cortex_DorsAttn	46.272473879358174	122	things	01	31	things	5
cortex_Limbic	16.046633810365947	60	things	01	31	things	5
cortex_SalVentAttn	42.17010892939175	121	things	01	31	things	5
cortex_SomMot	42.06031753253103	194	things	01	31	things	5
cortex_Vis	37.05844809269359	162	things	01	31	things	5
subcortex_CAU	25.48977324515909	8	things	01	31	things	5
subcortex_PUT	26.77729272674201	8	things	01	31	things	5
subcortex_THA	26.2711766430749	14	things	01	31	things	5
cerebellum	27.979533022569797	88	things	01	31	things	6
cortex_Cont	38.64668342665796	128	things	01	31	things	6
cortex_Default	36.43329143117307	209	things	01	31	things	6
cortex_DorsAttn	41.5203261734206	122	things	01	31	things	6
cortex_Limbic	15.792730921856853	60	things	01	31	things	6
cortex_SalVentAttn	41.131567559668355	121	things	01	31	things	6
cortex_SomMot	40.2027149499512	194	things	01	31	things	6
cortex_Vis	33.6824259769338	162	things	01	31	things	6
subcortex_CAU	25.26937197505882	8	things	01	31	things	6
subcortex_PUT	26.291053861193603	8	things	01	31	things	6
subcortex_THA	25.875645335185958	14	things	01	31	things	6
cerebellum	30.269904604850396	88	things	01	32	things	1
cortex_Cont	39.14284165381032	128	things	01	32	things	1
cortex_Default	37.54132196944712	209	things	01	32	things	1
cortex_DorsAttn	43.41293063090452	122	things	01	32	things	1
cortex_Limbic	16.046703853111794	60	things	01	32	things	1
cortex_SalVentAttn	40.79499264081639	121	things	01	32	things	1
cortex_SomMot	40.28218239906924	194	things	01	32	things	1
cortex_Vis	35.879249163762886	162	things	01	32	things	1
subcortex_CAU	25.15238330360565	8	things	01	32	things	1
subcortex_PUT	26.204525051254077	8	things	01	32	things	1
subcortex_THA	26.28364175664176	14	things	01	32	things	1
cerebellum	25.00353775783601	88	things	01	32	things	2
cortex_Cont	33.72673988692531	128	things	01	32	things	2
cortex_Default	32.24464912449297	209	things	01	32	things	2
cortex_DorsAttn	35.49454058709862	122	things	01	32	things	2
cortex_Limbic	14.599976344826269	60	things	01	32	things	2
cortex_SalVentAttn	35.93236188151394	121	things	01	32	things	2
cortex_SomMot	33.77416560484006	194	things	01	32	things	2
cortex_Vis	28.369156959279174	162	things	01	32	things	2
subcortex_CAU	25.32521897084562	8	things	01	32	things	2
subcortex_PUT	25.050917859705436	8	things	01	32	things	2
subcortex_THA	24.5073247172597	14	things	01	32	things	2
cerebellum	30.73455909856001	88	things	01	32	things	3
cortex_Cont	39.271800419789976	128	things	01	32	things	3
cortex_Default	37.02207706370767	209	things	01	32	things	3
cortex_DorsAttn	45.46020759610671	122	things	01	32	things	3
cortex_Limbic	14.694771982849424	60	things	01	32	things	3
cortex_SalVentAttn	39.260053490031346	121	things	01	32	things	3
cortex_SomMot	39.00204822595079	194	things	01	32	things	3
cortex_Vis	38.55790273286752	162	things	01	32	things	3
subcortex_CAU	24.74644807284136	8	things	01	32	things	3
subcortex_PUT	24.613980797603197	8	things	01	32	things	3
subcortex_THA	25.22416732927045	14	things	01	32	things	3
cerebellum	30.79311156702318	88	things	01	32	things	4
cortex_Cont	41.00727630516263	128	things	01	32	things	4
cortex_Default	38.060291515528355	209	things	01	32	things	4
cortex_DorsAttn	45.031078722415934	122	things	01	32	things	4
cortex_Limbic	15.464734694736029	60	things	01	32	things	4
cortex_SalVentAttn	41.239773120233664	121	things	01	32	things	4
cortex_SomMot	40.62020445234808	194	things	01	32	things	4
cortex_Vis	37.134047707995286	162	things	01	32	things	4
subcortex_CAU	25.79550880652173	8	things	01	32	things	4
subcortex_PUT	26.25751711476519	8	things	01	32	things	4
subcortex_THA	25.62805429715311	14	things	01	32	things	4
cerebellum	28.29103044108381	88	things	01	32	things	5
cortex_Cont	38.266291241421634	128	things	01	32	things	5
cortex_Default	35.94075762531865	209	things	01	32	things	5
cortex_DorsAttn	42.50620737182927	122	things	01	32	things	5
cortex_Limbic	14.483777241072325	60	things	01	32	things	5
cortex_SalVentAttn	39.093097131583505	121	things	01	32	things	5
cortex_SomMot	38.154224103087465	194	things	01	32	things	5
cortex_Vis	34.60163016629227	162	things	01	32	things	5
subcortex_CAU	24.553929756067088	8	things	01	32	things	5
subcortex_PUT	24.63067503301211	8	things	01	32	things	5
subcortex_THA	24.90678270804768	14	things	01	32	things	5
cerebellum	27.271227153007246	88	things	01	32	things	6
cortex_Cont	35.78158582364401	128	things	01	32	things	6
cortex_Default	33.62648905786408	209	things	01	32	things	6
cortex_DorsAttn	38.09690929874075	122	things	01	32	things	6
cortex_Limbic	14.430620903008865	60	things	01	32	things	6
cortex_SalVentAttn	36.74746973384359	121	things	01	32	things	6
cortex_SomMot	35.53864023479087	194	things	01	32	things	6
cortex_Vis	31.15080197619619	162	things	01	32	things	6
subcortex_CAU	23.59867370883793	8	things	01	32	things	6
subcortex_PUT	23.439059534171214	8	things	01	32	things	6
subcortex_THA	24.621695801058923	14	things	01	32	things	6
cerebellum	29.900460828339263	88	things	01	33	things	1
cortex_Cont	39.12848020034475	128	things	01	33	things	1
cortex_Default	37.64274853830943	209	things	01	33	things	1
cortex_DorsAttn	42.33599925086313	122	things	01	33	things	1
cortex_Limbic	16.16896622810162	60	things	01	33	things	1
cortex_SalVentAttn	41.020311212868855	121	things	01	33	things	1
cortex_SomMot	39.8356333823025	194	things	01	33	things	1
cortex_Vis	35.01263741287559	162	things	01	33	things	1
subcortex_CAU	27.051934635387276	8	things	01	33	things	1
subcortex_PUT	26.682907078389285	8	things	01	33	things	1
subcortex_THA	26.057473067156707	14	things	01	33	things	1
cerebellum	27.749702573067683	88	things	01	33	things	2
cortex_Cont	33.609797723872084	128	things	01	33	things	2
cortex_Default	33.03748932169516	209	things	01	33	things	2
cortex_DorsAttn	36.58088038477953	122	things	01	33	things	2
cortex_Limbic	14.601738662748495	60	things	01	33	things	2
cortex_SalVentAttn	35.68868376337802	121	things	01	33	things	2
cortex_SomMot	33.45272874270368	194	things	01	33	things	2
cortex_Vis	30.815039096247656	162	things	01	33	things	2
subcortex_CAU	25.146513449768335	8	things	01	33	things	2
subcortex_PUT	24.971636212177483	8	things	01	33	things	2
subcortex_THA	25.29208298943988	14	things	01	33	things	2
cerebellum	32.493646459349996	88	things	01	33	things	3
cortex_Cont	42.872594515777614	128	things	01	33	things	3
cortex_Default	40.5064988370781	209	things	01	33	things	3
cortex_DorsAttn	48.54621318383087	122	things	01	33	things	3
cortex_Limbic	16.3684224956136	60	things	01	33	things	3
cortex_SalVentAttn	43.29153057979493	121	things	01	33	things	3
cortex_SomMot	44.53690032892915	194	things	01	33	things	3
cortex_Vis	38.20682872164692	162	things	01	33	things	3
subcortex_CAU	26.667067077516233	8	things	01	33	things	3
subcortex_PUT	25.54364225136768	8	things	01	33	things	3
subcortex_THA	26.671386482933997	14	things	01	33	things	3
cerebellum	31.715331511650877	88	things	01	33	things	4
cortex_Cont	42.40191769776493	128	things	01	33	things	4
cortex_Default	40.290765086645315	209	things	01	33	things	4
cortex_DorsAttn	44.54107827406674	122	things	01	33	things	4
cortex_Limbic	17.137175359808417	60	things	01	33	things	4
cortex_SalVentAttn	43.89624506739711	121	things	01	33	things	4
cortex_SomMot	43.61718074346992	194	things	01	33	things	4
cortex_Vis	36.43965428802832	162	things	01	33	things	4
subcortex_CAU	27.543165010535812	8	things	01	33	things	4
subcortex_PUT	26.018892377597492	8	things	01	33	things	4
subcortex_THA	26.474139350132024	14	things	01	33	things	4
cerebellum	30.7050714923918	88	things	01	33	things	5
cortex_Cont	41.09028034397506	128	things	01	33	things	5
cortex_Default	38.89439636457202	209	things	01	33	things	5
cortex_DorsAttn	42.63974755532913	122	things	01	33	things	5
cortex_Limbic	16.269393735205878	60	things	01	33	things	5
cortex_SalVentAttn	42.71976329371566	121	things	01	33	things	5
cortex_SomMot	42.09790837890113	194	things	01	33	things	5
cortex_Vis	35.09672251114364	162	things	01	33	things	5
subcortex_CAU	27.20321427029061	8	things	01	33	things	5
subcortex_PUT	25.634722149292013	8	things	01	33	things	5
subcortex_THA	26.142786014137215	14	things	01	33	things	5
cerebellum	28.925464210555017	88	things	01	33	things	6
cortex_Cont	40.55720258621097	128	things	01	33	things	6
cortex_Default	38.01284076219464	209	things	01	33	things	6
cortex_DorsAttn	42.92087013954046	122	things	01	33	things	6
cortex_Limbic	15.773526987689378	60	things	01	33	things	6
cortex_SalVentAttn	41.65607516670673	121	things	01	33	things	6
cortex_SomMot	41.13582426895964	194	things	01	33	things	6
cortex_Vis	34.902173821060664	162	things	01	33	things	6
subcortex_CAU	26.149663568596736	8	things	01	33	things	6
subcortex_PUT	25.68385304341572	8	things	01	33	things	6
subcortex_THA	25.662489593558945	14	things	01	33	things	6
cerebellum	31.438614609214927	88	things	01	34	things	1
cortex_Cont	39.8011806874835	128	things	01	34	things	1
cortex_Default	38.018213262011436	209	things	01	34	things	1
cortex_DorsAttn	43.67240267255189	122	things	01	34	things	1
cortex_Limbic	16.3650914937873	60	things	01	34	things	1
cortex_SalVentAttn	41.65407389407785	121	things	01	34	things	1
cortex_SomMot	40.71284196112465	194	things	01	34	things	1
cortex_Vis	36.14494304263779	162	things	01	34	things	1
subcortex_CAU	26.124184341489233	8	things	01	34	things	1
subcortex_PUT	26.479835909062103	8	things	01	34	things	1
subcortex_THA	26.73917514678331	14	things	01	34	things	1
cerebellum	29.63581488706899	88	things	01	34	things	2
cortex_Cont	40.10632248307105	128	things	01	34	things	2
cortex_Default	37.66533596314849	209	things	01	34	things	2
cortex_DorsAttn	42.98417661255611	122	things	01	34	things	2
cortex_Limbic	15.350548628124566	60	things	01	34	things	2
cortex_SalVentAttn	40.490194792970726	121	things	01	34	things	2
cortex_SomMot	39.46794720638695	194	things	01	34	things	2
cortex_Vis	35.23008248674747	162	things	01	34	things	2
subcortex_CAU	26.079236937187474	8	things	01	34	things	2
subcortex_PUT	25.99396135118727	8	things	01	34	things	2
subcortex_THA	25.903466573988492	14	things	01	34	things	2
cerebellum	33.822248570098516	88	things	01	34	things	3
cortex_Cont	39.85785019218922	128	things	01	34	things	3
cortex_Default	38.06162161773036	209	things	01	34	things	3
cortex_DorsAttn	46.975627779711616	122	things	01	34	things	3
cortex_Limbic	15.934300377989368	60	things	01	34	things	3
cortex_SalVentAttn	40.55424578932568	121	things	01	34	things	3
cortex_SomMot	40.982961532621275	194	things	01	34	things	3
cortex_Vis	39.43926071447911	162	things	01	34	things	3
subcortex_CAU	25.688544126149747	8	things	01	34	things	3
subcortex_PUT	25.912319010743435	8	things	01	34	things	3
subcortex_THA	26.39921347712499	14	things	01	34	things	3
cerebellum	28.079714459993053	88	things	01	34	things	4
cortex_Cont	38.41008010191409	128	things	01	34	things	4
cortex_Default	36.344869009568406	209	things	01	34	things	4
cortex_DorsAttn	42.711353511791884	122	things	01	34	things	4
cortex_Limbic	14.790219908482891	60	things	01	34	things	4
cortex_SalVentAttn	40.127890733200054	121	things	01	34	things	4
cortex_SomMot	39.27367593534852	194	things	01	34	things	4
cortex_Vis	35.097643745711416	162	things	01	34	things	4
subcortex_CAU	25.28880729683145	8	things	01	34	things	4
subcortex_PUT	25.669167748605915	8	things	01	34	things	4
subcortex_THA	26.126174715135637	14	things	01	34	things	4
cerebellum	24.611289843657026	88	things	01	34	things	5
cortex_Cont	31.99930824748117	128	things	01	34	things	5
cortex_Default	30.25529237765206	209	things	01	34	things	5
cortex_DorsAttn	34.599761687663694	122	things	01	34	things	5
cortex_Limbic	13.091282228450257	60	things	01	34	things	5
cortex_SalVentAttn	33.56755968120786	121	things	01	34	things	5
cortex_SomMot	31.292952544039704	194	things	01	34	things	5
cortex_Vis	29.27981950393849	162	things	01	34	things	5
subcortex_CAU	22.46922917942078	8	things	01	34	things	5
subcortex_PUT	24.560111680386683	8	things	01	34	things	5
subcortex_THA	23.2695621237358	14	things	01	34	things	5
cerebellum	24.94590954436462	88	things	01	34	things	6
cortex_Cont	31.10821461364748	128	things	01	34	things	6
cortex_Default	30.12060517595108	209	things	01	34	things	6
cortex_DorsAttn	34.4378264056553	122	things	01	34	things	6
cortex_Limbic	13.260318890135926	60	things	01	34	things	6
cortex_SalVentAttn	32.91894820944717	121	things	01	34	things	6
cortex_SomMot	30.12070990442233	194	things	01	34	things	6
cortex_Vis	28.536739014544803	162	things	01	34	things	6
subcortex_CAU	21.762655018461775	8	things	01	34	things	6
subcortex_PUT	23.488425085396262	8	things	01	34	things	6
subcortex_THA	23.62840389177796	14	things	01	34	things	6
cerebellum	29.25225857694949	88	things	01	35	things	1
cortex_Cont	41.43783990601311	128	things	01	35	things	1
cortex_Default	38.75084731571863	209	things	01	35	things	1
cortex_DorsAttn	45.445954585389195	122	things	01	35	things	1
cortex_Limbic	17.519498928126076	60	things	01	35	things	1
cortex_SalVentAttn	43.01347861991428	121	things	01	35	things	1
cortex_SomMot	43.41988125722116	194	things	01	35	things	1
cortex_Vis	37.2321292249871	162	things	01	35	things	1
subcortex_CAU	25.81273123757626	8	things	01	35	things	1
subcortex_PUT	26.96056949232411	8	things	01	35	things	1
subcortex_THA	27.55010845013573	14	things	01	35	things	1
cerebellum	31.980907781236315	88	things	01	35	things	2
cortex_Cont	44.69673701062549	128	things	01	35	things	2
cortex_Default	41.097095985752965	209	things	01	35	things	2
cortex_DorsAttn	47.812158388152	122	things	01	35	things	2
cortex_Limbic	18.591582702540418	60	things	01	35	things	2
cortex_SalVentAttn	44.422452434182695	121	things	01	35	things	2
cortex_SomMot	44.35028347111485	194	things	01	35	things	2
cortex_Vis	40.288146593019654	162	things	01	35	things	2
subcortex_CAU	26.081117595294398	8	things	01	35	things	2
subcortex_PUT	27.14464081994979	8	things	01	35	things	2
subcortex_THA	27.74363037821133	14	things	01	35	things	2
cerebellum	30.785019874284004	88	things	01	35	things	3
cortex_Cont	41.94399224941478	128	things	01	35	things	3
cortex_Default	38.86654852404532	209	things	01	35	things	3
cortex_DorsAttn	45.04805889286029	122	things	01	35	things	3
cortex_Limbic	16.888962707991816	60	things	01	35	things	3
cortex_SalVentAttn	42.15934999466608	121	things	01	35	things	3
cortex_SomMot	41.44235366619137	194	things	01	35	things	3
cortex_Vis	38.91387357567289	162	things	01	35	things	3
subcortex_CAU	24.901097232550455	8	things	01	35	things	3
subcortex_PUT	26.06095217277997	8	things	01	35	things	3
subcortex_THA	26.35303857806371	14	things	01	35	things	3
cerebellum	30.63631785465662	88	things	01	35	things	4
cortex_Cont	41.05972081090686	128	things	01	35	things	4
cortex_Default	38.77829476925922	209	things	01	35	things	4
cortex_DorsAttn	45.675778711976825	122	things	01	35	things	4
cortex_Limbic	15.537940766192527	60	things	01	35	things	4
cortex_SalVentAttn	41.35787477583248	121	things	01	35	things	4
cortex_SomMot	41.15634777254384	194	things	01	35	things	4
cortex_Vis	36.19097906788077	162	things	01	35	things	4
subcortex_CAU	25.758375367790684	8	things	01	35	things	4
subcortex_PUT	26.4765020933234	8	things	01	35	things	4
subcortex_THA	26.012960802750825	14	things	01	35	things	4
cerebellum	28.50362441040487	88	things	01	35	things	5
cortex_Cont	39.13721020258273	128	things	01	35	things	5
cortex_Default	36.31756239813475	209	things	01	35	things	5
cortex_DorsAttn	41.65126805165917	122	things	01	35	things	5
cortex_Limbic	15.238010802279394	60	things	01	35	things	5
cortex_SalVentAttn	39.31436099222024	121	things	01	35	things	5
cortex_SomMot	38.08068074635201	194	things	01	35	things	5
cortex_Vis	34.06428605228136	162	things	01	35	things	5
subcortex_CAU	25.307109667932018	8	things	01	35	things	5
subcortex_PUT	25.586971064725795	8	things	01	35	things	5
subcortex_THA	25.32018689865589	14	things	01	35	things	5
cerebellum	24.431825789029425	88	things	01	35	things	6
cortex_Cont	32.68029034154147	128	things	01	35	things	6
cortex_Default	30.802266995377334	209	things	01	35	things	6
cortex_DorsAttn	35.484419263406046	122	things	01	35	things	6
cortex_Limbic	13.141561556318388	60	things	01	35	things	6
cortex_SalVentAttn	34.59583515358146	121	things	01	35	things	6
cortex_SomMot	32.61878595432207	194	things	01	35	things	6
cortex_Vis	28.0123918969397	162	things	01	35	things	6
subcortex_CAU	23.011598230620315	8	things	01	35	things	6
subcortex_PUT	24.11285792373703	8	things	01	35	things	6
subcortex_THA	23.767594394548876	14	things	01	35	things	6
cerebellum	22.72654357431624	88	things	01	36	things	1
cortex_Cont	29.494096890080908	128	things	01	36	things	1
cortex_Default	28.03966026932479	209	things	01	36	things	1
cortex_DorsAttn	32.08966567249345	122	things	01	36	things	1
cortex_Limbic	12.543862938771781	60	things	01	36	things	1
cortex_SalVentAttn	32.735114711579634	121	things	01	36	things	1
cortex_SomMot	31.927335918781395	194	things	01	36	things	1
cortex_Vis	25.073236920792755	162	things	01	36	things	1
subcortex_CAU	21.60820684413098	8	things	01	36	things	1
subcortex_PUT	22.65184763487144	8	things	01	36	things	1
subcortex_THA	23.530280545113847	14	things	01	36	things	1
cerebellum	25.633176398010253	88	things	01	36	things	2
cortex_Cont	34.45514542409607	128	things	01	36	things	2
cortex_Default	32.886558488584264	209	things	01	36	things	2
cortex_DorsAttn	37.535323887854794	122	things	01	36	things	2
cortex_Limbic	14.568800645757793	60	things	01	36	things	2
cortex_SalVentAttn	36.670641087975646	121	things	01	36	things	2
cortex_SomMot	35.27982843704092	194	things	01	36	things	2
cortex_Vis	29.61073856152856	162	things	01	36	things	2
subcortex_CAU	25.429344335425775	8	things	01	36	things	2
subcortex_PUT	26.308554930209237	8	things	01	36	things	2
subcortex_THA	25.888498213217513	14	things	01	36	things	2
cerebellum	32.00568218811921	88	things	01	36	things	3
cortex_Cont	40.33946518362553	128	things	01	36	things	3
cortex_Default	38.213283983398604	209	things	01	36	things	3
cortex_DorsAttn	45.731957598745204	122	things	01	36	things	3
cortex_Limbic	16.24338395228204	60	things	01	36	things	3
cortex_SalVentAttn	41.43546638428035	121	things	01	36	things	3
cortex_SomMot	41.474144030512484	194	things	01	36	things	3
cortex_Vis	36.56521867814107	162	things	01	36	things	3
subcortex_CAU	26.20781684805628	8	things	01	36	things	3
subcortex_PUT	26.346776599152026	8	things	01	36	things	3
subcortex_THA	26.521352291274088	14	things	01	36	things	3
cerebellum	24.587303080194285	88	things	01	36	things	4
cortex_Cont	32.56384582944246	128	things	01	36	things	4
cortex_Default	31.361683753409732	209	things	01	36	things	4
cortex_DorsAttn	36.03963023594714	122	things	01	36	things	4
cortex_Limbic	13.533351031429548	60	things	01	36	things	4
cortex_SalVentAttn	35.059470502917975	121	things	01	36	things	4
cortex_SomMot	32.678200947889344	194	things	01	36	things	4
cortex_Vis	28.59808274903085	162	things	01	36	things	4
subcortex_CAU	22.457599883239286	8	things	01	36	things	4
subcortex_PUT	24.519519655642213	8	things	01	36	things	4
subcortex_THA	25.104830191088304	14	things	01	36	things	4
cerebellum	31.92751647990432	88	things	01	36	things	5
cortex_Cont	42.663431260705146	128	things	01	36	things	5
cortex_Default	39.9072169790666	209	things	01	36	things	5
cortex_DorsAttn	47.16941193313645	122	things	01	36	things	5
cortex_Limbic	17.2442821936764	60	things	01	36	things	5
cortex_SalVentAttn	43.46512880604737	121	things	01	36	things	5
cortex_SomMot	43.469373100045644	194	things	01	36	things	5
cortex_Vis	37.87792111062487	162	things	01	36	things	5
subcortex_CAU	26.81535912171097	8	things	01	36	things	5
subcortex_PUT	26.80691391182164	8	things	01	36	things	5
subcortex_THA	26.91999459231879	14	things	01	36	things	5
cerebellum	30.01450827640521	88	things	01	36	things	6
cortex_Cont	40.550528560631776	128	things	01	36	things	6
cortex_Default	38.15736587622415	209	things	01	36	things	6
cortex_DorsAttn	44.66230193317804	122	things	01	36	things	6
cortex_Limbic	16.357748409137493	60	things	01	36	things	6
cortex_SalVentAttn	42.09846828439181	121	things	01	36	things	6
cortex_SomMot	41.164974021873945	194	things	01	36	things	6
cortex_Vis	35.823133561689005	162	things	01	36	things	6
subcortex_CAU	26.21393760419832	8	things	01	36	things	6
subcortex_PUT	27.087563600466964	8	things	01	36	things	6
subcortex_THA	26.610303200301406	14	things	01	36	things	6
cerebellum	32.76762815778937	88	things	02	01	things	1
cortex_Cont	49.70132964267572	128	things	02	01	things	1
cortex_Default	44.582142035715	209	things	02	01	things	1
cortex_DorsAttn	55.90332899334716	122	things	02	01	things	1
cortex_Limbic	20.387643346006726	60	things	02	01	things	1
cortex_SalVentAttn	46.55074158959719	121	things	02	01	things	1
cortex_SomMot	49.62005007591664	194	things	02	01	things	1
cortex_Vis	43.9723577075274	162	things	02	01	things	1
subcortex_CAU	33.161702343983364	8	things	02	01	things	1
subcortex_PUT	30.515049064941127	8	things	02	01	things	1
subcortex_THA	27.21844032546307	14	things	02	01	things	1
cerebellum	33.065337059623005	88	things	02	01	things	2
cortex_Cont	51.469694224137875	128	things	02	01	things	2
cortex_Default	46.055884697989	209	things	02	01	things	2
cortex_DorsAttn	55.23513078267975	122	things	02	01	things	2
cortex_Limbic	20.220743278335316	60	things	02	01	things	2
cortex_SalVentAttn	47.565217196517	121	things	02	01	things	2
cortex_SomMot	50.02518320301374	194	things	02	01	things	2
cortex_Vis	43.12159704262372	162	things	02	01	things	2
subcortex_CAU	32.854954403057356	8	things	02	01	things	2
subcortex_PUT	30.846006793752263	8	things	02	01	things	2
subcortex_THA	27.406332390985277	14	things	02	01	things	2
cerebellum	33.185773680323685	88	things	02	01	things	3
cortex_Cont	50.99794890423494	128	things	02	01	things	3
cortex_Default	45.76929953315431	209	things	02	01	things	3
cortex_DorsAttn	55.04481640948213	122	things	02	01	things	3
cortex_Limbic	20.43497176196219	60	things	02	01	things	3
cortex_SalVentAttn	46.431218229227106	121	things	02	01	things	3
cortex_SomMot	48.78088113360804	194	things	02	01	things	3
cortex_Vis	43.205788946200414	162	things	02	01	things	3
subcortex_CAU	32.39443545704329	8	things	02	01	things	3
subcortex_PUT	30.249736263677203	8	things	02	01	things	3
subcortex_THA	27.208460797661097	14	things	02	01	things	3
cerebellum	31.629991616769985	88	things	02	02	things	1
cortex_Cont	49.158227417656306	128	things	02	02	things	1
cortex_Default	44.08934891780111	209	things	02	02	things	1
cortex_DorsAttn	51.57809613254076	122	things	02	02	things	1
cortex_Limbic	19.892299951437142	60	things	02	02	things	1
cortex_SalVentAttn	46.25232837607068	121	things	02	02	things	1
cortex_SomMot	47.22112308498289	194	things	02	02	things	1
cortex_Vis	41.340221728578626	162	things	02	02	things	1
subcortex_CAU	33.429455482577204	8	things	02	02	things	1
subcortex_PUT	30.76799458691409	8	things	02	02	things	1
subcortex_THA	27.200332868043592	14	things	02	02	things	1
cerebellum	28.417895837212196	88	things	02	02	things	2
cortex_Cont	44.60189473739046	128	things	02	02	things	2
cortex_Default	40.44527280875128	209	things	02	02	things	2
cortex_DorsAttn	45.03341441241349	122	things	02	02	things	2
cortex_Limbic	19.185103228112425	60	things	02	02	things	2
cortex_SalVentAttn	43.19211354849712	121	things	02	02	things	2
cortex_SomMot	43.27939592726315	194	things	02	02	things	2
cortex_Vis	35.988438082153415	162	things	02	02	things	2
subcortex_CAU	32.95937787745447	8	things	02	02	things	2
subcortex_PUT	30.742442802240898	8	things	02	02	things	2
subcortex_THA	26.86370422853772	14	things	02	02	things	2
cerebellum	31.361369249859262	88	things	02	02	things	3
cortex_Cont	49.46951315107909	128	things	02	02	things	3
cortex_Default	44.25414876698472	209	things	02	02	things	3
cortex_DorsAttn	51.750074848292186	122	things	02	02	things	3
cortex_Limbic	20.12395701231757	60	things	02	02	things	3
cortex_SalVentAttn	46.259219581983245	121	things	02	02	things	3
cortex_SomMot	48.05238281613873	194	things	02	02	things	3
cortex_Vis	40.89947795105751	162	things	02	02	things	3
subcortex_CAU	33.06629391063399	8	things	02	02	things	3
subcortex_PUT	30.87683242963768	8	things	02	02	things	3
subcortex_THA	27.204116586120936	14	things	02	02	things	3
cerebellum	31.564065313739437	88	things	02	02	things	4
cortex_Cont	49.116462133521544	128	things	02	02	things	4
cortex_Default	44.45073277385777	209	things	02	02	things	4
cortex_DorsAttn	52.717995458911254	122	things	02	02	things	4
cortex_Limbic	19.834799822736052	60	things	02	02	things	4
cortex_SalVentAttn	45.61206093334343	121	things	02	02	things	4
cortex_SomMot	47.14523136020322	194	things	02	02	things	4
cortex_Vis	42.26012856131726	162	things	02	02	things	4
subcortex_CAU	33.03050259134565	8	things	02	02	things	4
subcortex_PUT	30.874372644828384	8	things	02	02	things	4
subcortex_THA	27.544654488960113	14	things	02	02	things	4
cerebellum	31.23474318902072	88	things	02	02	things	5
cortex_Cont	48.84915102711894	128	things	02	02	things	5
cortex_Default	44.22419030643656	209	things	02	02	things	5
cortex_DorsAttn	51.905596455325444	122	things	02	02	things	5
cortex_Limbic	20.07676978169787	60	things	02	02	things	5
cortex_SalVentAttn	45.25239786509752	121	things	02	02	things	5
cortex_SomMot	46.6200376434127	194	things	02	02	things	5
cortex_Vis	41.452291866603154	162	things	02	02	things	5
subcortex_CAU	32.642357755533425	8	things	02	02	things	5
subcortex_PUT	30.453357826514775	8	things	02	02	things	5
subcortex_THA	26.89441866762531	14	things	02	02	things	5
cerebellum	28.05157790183566	88	things	02	02	things	6
cortex_Cont	45.61293483145585	128	things	02	02	things	6
